,Model,AmazonCounterfactualClassification,ArXivHierarchicalClusteringP2P,ArXivHierarchicalClusteringS2S,ArguAna,AskUbuntuDupQuestions,Banking77Classification,BiorxivClusteringP2P.v2,CQADupstackGamingRetrieval,CQADupstackUnixRetrieval,ClimateFEVERHardNegatives,FiQA2018,HotpotQAHardNegatives,ImdbClassification,MTOPDomainClassification,MassiveIntentClassification,MassiveScenarioClassification,MedrxivClusteringP2P.v2,MedrxivClusteringS2S.v2,MindSmallReranking,SCIDOCS,SICK-R,STS12,STS13,STS14,STS15,STS17,STS22.v2,STSBenchmark,SprintDuplicateQuestions,StackExchangeClustering.v2,StackExchangeClusteringP2P.v2,SummEvalSummarization.v2,TRECCOVID,Touche2020Retrieval.v3,ToxicConversationsClassification,TweetSentimentExtractionClassification,TwentyNewsgroupsClustering.v2,TwitterSemEval2015,TwitterURLCorpus
51,gte-micro-v4,70.61189999999999,55.395,52.9036,47.368,58.01141755339977,80.9220779220779,38.874900000000004,49.647000000000006,28.419,20.5,22.549,55.749,71.9568,90.90754999999999,69.42245,74.2612,36.007,34.200599999999994,31.5554,16.243,76.1108,72.67139999999999,82.1624,78.17070000000001,86.28099999999999,88.1136,65.4157,83.9242,95.53621808930455,54.7458,37.6187,28.5933,49.032,50.578,66.0402,59.42840973401245,41.4093,67.77652401372912,84.68882859374924
52,bge-multilingual-gemma2,89.47761194029852,,,77.36555747844541,64.59457317979604,92.53246753246755,,,,,60.04205769404706,,96.66480000000001,98.61149110807114,82.04774714189644,84.40147948890383,,,31.794062752995345,26.93150756480961,82.66085892322664,77.71091257651071,87.44662352358895,83.48313793311584,87.63145141246594,91.18282119920893,,87.25208310840168,91.2326885940691,,,,64.26928884606035,,87.34339999999999,78.86247877758915,,79.67744645365104,87.00849868076658
53,snowflake-arctic-embed-m-v1.5,63.50745,56.388799999999996,53.2505,59.53000000000001,61.597667288657846,80.0064935064935,37.0338,62.686,46.54,37.261,42.396,72.368,84.35640000000001,89.6626,61.877300000000005,69.12230000000001,35.41598539873297,33.0321923941561,30.20503776754942,21.490000000000002,70.0345,64.9088,73.6707,65.2493,76.7534,80.5787,69.589,69.4352,94.5158,57.607299999999995,41.530699999999996,29.8883,84.634,64.982,63.2959,53.907753254103,42.9756,63.282103870645166,82.1362
54,all-MiniLM-L6-v2,62.55223880597015,59.10688886391535,54.54234024039991,50.166999999999994,63.47681681237331,80.04220779220779,40.988693072325084,56.923,41.31,20.658,36.867,49.886,61.763999999999996,91.82337333247644,67.43789593429992,73.86008052738424,37.606571903927986,35.44035140379834,30.802387794836957,21.641,77.5824552546972,72.36899998079942,80.60316722220763,75.58912408385123,85.38961998125278,87.58779089494524,67.71118263513061,82.03247283076371,94.55063045792448,45.168045041945824,40.34756263973665,25.958327681055334,47.232,49.713,62.0947265625,54.04357668364459,46.0185975355403,67.85804899562046,84.70165732885377
55,jina-embedding-b-en-v1,66.5821,51.7135,46.8014,49.006,62.4029266143623,84.05519480519482,36.453799999999994,52.332,37.815,25.793,34.062,55.141,63.8708,91.5378,71.23155,76.19865,33.9342,28.472399999999997,31.55552172383111,17.626,79.1378154534123,75.06080146054282,80.85907200101076,76.12917164308409,85.55427877110485,88.97626967707933,68.1524,82.57071649593358,95.48085242816634,45.5653,37.4648,27.1528,60.571,58.863,66.1456,56.850594227504246,39.175,68.30176948820142,85.33305785100573
56,snowflake-arctic-embed-m,63.76120000000001,57.497299999999996,57.556799999999996,56.436,60.53175025582013,80.33766233766232,38.3746,62.339,45.068000000000005,39.767,42.403,73.83999999999999,74.08200000000001,85.55265000000001,53.2092,60.977250000000005,35.286,34.1667,29.170019896091908,21.096999999999998,69.12484963763646,66.96821894433991,79.1153001117325,68.50538405089604,79.92003940566667,81.46108646565362,67.2094,74.0981396086974,95.21196473745839,57.166799999999995,44.2062,19.6331,79.646,65.374,64.9346,56.72608941709111,39.5893,63.28364302860433,84.71928330149228
57,bge-large-en,76.94029850746269,,,62.456999999999994,63.97867370559182,88.00000000000001,,59.507,41.494,,44.994,,93.5064,94.64888280893753,79.60659045057163,81.83254875588432,,,30.994501713009452,22.215,81.04583513112122,79.75387012744471,84.98234585939103,80.7997969966883,84.88671197763652,85.8193745617297,,85.0995685206174,96.82857341435529,,,,75.375,,70.08300000000001,59.34069043576683,,78.00158454104036,83.56538942001427
58,all-MiniLM-L12-v2,,57.444530301367216,55.06172809210715,47.128,64.06160552465775,80.40584415584415,40.1003820738696,56.855999999999995,43.86,21.788,37.274,48.609,59.7812,,,,37.82045138546486,35.40675349150328,31.024119923286264,21.818,79.31807926686743,73.08329046069596,82.13397006371551,76.73415930715883,85.57753868157322,88.6282754793921,65.99929963013724,83.08944078573145,92.57864755679249,44.738982443271006,38.89380762927194,23.788565600699133,50.815999999999995,49.57,63.33984375,54.244482173174866,47.0404434051484,70.01735144185231,84.77318636442885
59,Arabic-all-nli-triplet-Matryoshka,77.55969999999999,52.660700000000006,52.528600000000004,43.974999999999994,58.814699999999995,80.9026,32.3849,44.022,29.134999999999998,16.5,19.543,37.738,64.7472,91.21235000000001,70.0266,73.6613,32.34,31.638899999999996,29.2014,12.864999999999998,79.39435627520159,78.93043293576132,82.73032633919925,81.64974497557361,87.62163215009723,87.1502,61.845099999999995,86.16303183485594,89.41799999999999,48.5842,36.2055,30.6423,38.51,44.278,64.94630000000001,59.9095,38.9243,70.7183,86.0714
60,LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,76.7239,58.167500000000004,52.0759,51.001,58.602773795071585,86.1590909090909,39.412000000000006,50.707,32.722,9.254999999999999,27.244,35.995,77.954,91.23295,69.54390000000001,71.63825,34.8189,27.9924,29.73337424086118,15.345,75.55405115197729,67.65074099726466,83.89765011154986,76.97256789216159,83.80216382863031,85.58485422591949,66.9787,80.41509666334721,91.30057039245253,48.1736,40.8578,26.690199999999997,55.665,11.431,70.71119999999999,60.89983022071308,24.3899,68.76039123104324,82.76174215711472
61,Bulbasaur,70.2463,54.8762,51.9981,44.798,57.489775602270086,80.57792207792207,37.2338,47.616,26.104,18.494,21.291,54.566,71.5272,90.86535,69.3386,73.78155,34.752100000000006,31.7803,31.7776266029616,15.312000000000001,76.0433546110243,69.49541146727839,80.96085686108583,77.08348207580887,85.41548418250477,88.03461344591356,64.1217,83.33681512924129,95.3535743677476,52.8627,36.7677,27.764499999999998,47.772999999999996,46.211999999999996,66.2939453125,59.49066213921902,39.8454,68.07824251821404,84.74905878045149
62,bge-base-en,75.73134328358209,,,61.487,62.23221013208242,86.44480519480518,,58.811,40.71,,40.758,,91.4,94.36844505243957,76.04909213180902,79.76126429051781,,,30.75499243990726,21.298000000000002,80.0171084446234,77.93462937801245,83.85931509330395,81.51200091040481,87.33044482064973,85.58139465695983,,85.95475815226862,96.2635334753325,,,,76.447,,71.5942,59.39728353140916,,76.4527555010203,85.20370297495491
63,KartonBERT-USE-base-v1,72.46265000000001,52.649,51.7358,51.669,56.5188,68.9708,32.798,44.182,29.076,26.489,23.604,55.364999999999995,71.2848,89.99725000000001,66.37875,73.09844999999999,34.769099999999995,32.2108,30.6272,14.09,74.0107,70.7619,75.5548,74.423,84.021,85.7333,67.64569999999999,79.7402,95.2886,51.2061,41.3934,29.2672,59.48,44.933,72.7881,61.29599999999999,38.1375,65.3082,82.4309
64,snowflake-arctic-embed-xs,57.910450000000004,54.9722,51.6956,52.081,60.25381587694928,76.37337662337663,35.2493,57.055,40.096,30.187,34.522999999999996,67.22399999999999,62.80240000000001,89.57764999999999,59.768100000000004,69.0259,33.5661,31.6915,30.256308756916646,18.355,69.2566375434526,65.89916377105551,77.86961921643416,72.81574657995401,83.4885552472602,84.4948593656943,68.8682,79.18395553127085,94.96375600031361,53.4311,40.1885,27.9607,79.431,64.584,64.305,56.1941143180532,38.7615,64.31539216162541,84.70041593996575
65,gme-Qwen2-VL-2B-Instruct,72.55223880597015,,,61.524,60.653430349851746,80.2435064935065,,51.778999999999996,38.586,,45.297,,96.0428,95.74555403556772,78.51714862138535,80.03698722259583,,,33.41312482460189,23.172,73.98553311584509,72.05290668592296,84.4847436140129,77.91329577609622,87.62293916855751,88.78668529808967,,83.3985199217591,97.73324334051959,,,,59.243,,88.7576,73.52009054895304,,65.82409143427542,84.05164646221583
66,sentence_croissant_alpha_v0.4,66.39550000000001,58.5928,54.4624,52.089,57.9326,81.2662,37.394800000000004,45.293,31.312,24.337,28.348000000000003,48.719,72.05,90.31825,66.99495,71.70209999999999,33.7423,32.5353,31.375799999999998,15.231,67.63090000000001,65.681,81.26050000000001,74.0395,80.7361,86.2573,66.35950000000001,79.7631,89.3511,50.2529,39.231700000000004,28.4595,60.495,52.222,59.1699,53.7832,39.5262,56.8326,83.73230000000001
67,paraphrase-multilingual-MiniLM-L12-v2,71.44776119402985,53.61794435755446,52.24573621152333,44.878,60.48755233381351,79.79545454545455,36.183432722474876,44.330999999999996,32.168,19.48,20.326,37.547000000000004,60.46159999999999,87.40501504175886,67.4561687436385,71.77021231059409,34.746286271901724,35.43956788289761,30.370839639816076,13.778000000000002,79.60669235249621,76.02134324654331,80.69594195489891,78.85313504683504,85.8377178673668,86.86762395650825,62.066135705904365,84.4167885297171,91.14959431815379,43.471709937699465,37.4808920761608,26.922551919465178,39.345,48.841,60.12695312500001,56.10356536502547,40.722209481218144,65.06317644827732,83.83014551116797
68,sentence_croissant_alpha_v0.3,69.83585,55.098400000000005,51.5448,44.385000000000005,57.379400000000004,81.1721,35.328700000000005,49.38,32.284,23.94,28.587,49.236999999999995,69.5372,90.45115,67.24105,71.55485,32.435399999999994,31.728299999999997,31.0733,15.312999999999999,68.8972,68.34989999999999,82.60889999999999,75.9534,82.8973,86.69879999999999,66.8825,82.19030000000001,90.6748,49.2321,38.629400000000004,25.7571,60.587,47.963,63.7988,54.2615,39.014700000000005,60.067499999999995,83.8207
69,bge-small-en,74.34328358208955,,,58.835,62.28285314871488,85.31493506493506,,55.676,37.973,,39.872,,91.5152,93.54765161878704,75.83053127101547,78.72562205783457,,,30.462692753143834,20.191,79.2463589100662,78.36856568042397,81.85436343502379,80.85052504637808,86.46858500002092,85.70951402743276,,84.8853341842566,96.54142419791388,,,,73.164,,68.8394,60.546123372948514,,71.14592761009864,83.83585648120315
70,sentence_croissant_alpha_v0.2,66.1567,59.5187,54.8091,48.372,55.1326,80.474,37.5165,44.108000000000004,29.605999999999998,25.482,26.704,46.547,71.148,90.44105,66.12075,71.84875,33.819300000000005,32.7564,31.5857,14.885000000000002,64.878,65.54759999999999,78.9081,71.5049,79.9044,86.6948,64.2162,77.14760000000001,87.74499999999999,49.9431,40.3748,28.7012,55.811,45.025,63.242200000000004,54.5671,36.5912,55.0817,82.7212
71,ru-en-RoSBERTa,67.28354999999999,56.76330000000001,51.82679999999999,46.085,56.47410000000001,71.2825,36.8041,47.052,30.296,23.237,25.728,55.164,80.2612,84.06439999999999,61.53685,67.5796,36.4014,31.2764,31.1207,14.939,73.1819,67.62310000000001,78.0072,71.47670000000001,83.6179,86.23910000000001,66.3336,79.9474,88.24459999999999,52.5582,37.520399999999995,27.999200000000002,63.166999999999994,54.759,63.7158,60.4697,37.913000000000004,54.618599999999994,81.24719999999999
